,vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
32073,030-58838,2013-08-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.845
32099,030-58838,2013-08-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.8859999999999999
74048,030-58838,2013-08-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.55
74086,030-58838,2013-08-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.57
124347,030-58838,2013-08-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.58
124385,030-58838,2013-08-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.56
32075,030-58838,2013-10-07,NIVA (historic),0.0,0.0,CA_mg/l,=,1.54
32103,030-58838,2013-10-07,NIVA (historic),0.0,0.0,CA_mg/l,=,1.57
74050,030-58838,2013-10-07,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.08
74082,030-58838,2013-10-07,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.07
124351,030-58838,2013-10-07,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.76
124383,030-58838,2013-10-07,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.69
32078,030-58838,2014-02-03,NIVA (historic),0.0,0.0,CA_mg/l,=,2.3
32112,030-58838,2014-02-03,NIVA (historic),0.0,0.0,CA_mg/l,=,2.16
74053,030-58838,2014-02-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,5.01
74073,030-58838,2014-02-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.37
124360,030-58838,2014-02-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.57
124380,030-58838,2014-02-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.68
32079,030-58838,2014-03-03,NIVA (historic),0.0,0.0,CA_mg/l,=,1.18
32124,030-58838,2014-03-03,NIVA (historic),0.0,0.0,CA_mg/l,=,1.04
74054,030-58838,2014-03-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.78
74111,030-58838,2014-03-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.79
124329,030-58838,2014-03-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.36
124379,030-58838,2014-03-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.42
32080,030-58838,2014-04-07,NIVA (historic),0.0,0.0,CA_mg/l,=,1.25
32129,030-58838,2014-04-07,NIVA (historic),0.0,0.0,CA_mg/l,=,1.31
74055,030-58838,2014-04-07,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.06
74106,030-58838,2014-04-07,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.11
124334,030-58838,2014-04-07,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.56
124378,030-58838,2014-04-07,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.44
32083,030-58838,2014-04-14,NIVA (historic),0.0,0.0,CA_mg/l,=,0.848
32130,030-58838,2014-04-14,NIVA (historic),0.0,0.0,CA_mg/l,=,0.821
32082,030-58838,2014-04-22,NIVA (historic),0.0,0.0,CA_mg/l,=,1.0
32131,030-58838,2014-04-22,NIVA (historic),0.0,0.0,CA_mg/l,=,1.12
74057,030-58838,2014-04-22,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.72
74104,030-58838,2014-04-22,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.71
124336,030-58838,2014-04-22,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.36
124377,030-58838,2014-04-22,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.35
32092,030-58838,2014-04-28,NIVA (historic),0.0,0.0,CA_mg/l,=,0.945
32132,030-58838,2014-04-28,NIVA (historic),0.0,0.0,CA_mg/l,=,0.929
74065,030-58838,2014-04-28,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.34
74103,030-58838,2014-04-28,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.38
124337,030-58838,2014-04-28,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.42
124368,030-58838,2014-04-28,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.37
32081,030-58838,2014-05-05,NIVA (historic),0.0,0.0,CA_mg/l,=,1.3
32133,030-58838,2014-05-05,NIVA (historic),0.0,0.0,CA_mg/l,=,1.35
74056,030-58838,2014-05-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.57
74102,030-58838,2014-05-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.62
124338,030-58838,2014-05-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.61
124372,030-58838,2014-05-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.53
32091,030-58838,2014-05-12,NIVA (historic),0.0,0.0,CA_mg/l,=,1.64
32134,030-58838,2014-05-12,NIVA (historic),0.0,0.0,CA_mg/l,=,1.75
74064,030-58838,2014-05-12,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.64
74101,030-58838,2014-05-12,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.81
124339,030-58838,2014-05-12,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.57
124369,030-58838,2014-05-12,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.47
32090,030-58838,2014-05-19,NIVA (historic),0.0,0.0,CA_mg/l,=,0.861
32135,030-58838,2014-05-19,NIVA (historic),0.0,0.0,CA_mg/l,=,0.8390000000000001
124340,030-58838,2014-05-19,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.58
124371,030-58838,2014-05-19,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.52
32089,030-58838,2014-05-26,NIVA (historic),0.0,0.0,CA_mg/l,=,0.767
32136,030-58838,2014-05-26,NIVA (historic),0.0,0.0,CA_mg/l,=,0.741
74063,030-58838,2014-05-26,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.43
74099,030-58838,2014-05-26,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.42
124341,030-58838,2014-05-26,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.56
124370,030-58838,2014-05-26,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.48
32088,030-58838,2014-06-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.644
32137,030-58838,2014-06-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.653
74062,030-58838,2014-06-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.28
74098,030-58838,2014-06-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.29
124342,030-58838,2014-06-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.5
124367,030-58838,2014-06-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.48
32096,030-58838,2014-10-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.8490000000000001
32122,030-58838,2014-10-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.9
74069,030-58838,2014-10-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.11
74089,030-58838,2014-10-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.14
124327,030-58838,2014-10-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.54
124363,030-58838,2014-10-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.4
32097,030-58838,2014-11-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.6729999999999999
32145,030-58838,2014-11-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7
124346,030-58838,2014-11-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.0
124480,030-58838,2014-11-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.22
32098,030-58838,2014-12-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.9940000000000001
32147,030-58838,2014-12-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.903
74070,030-58838,2014-12-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.94
74118,030-58838,2014-12-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.9
124345,030-58838,2014-12-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.26
124482,030-58838,2014-12-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.34
32115,030-58838,2015-01-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.8220000000000001
32168,030-58838,2015-01-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.8059999999999999
74087,030-58838,2015-01-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.53
74136,030-58838,2015-01-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.56
124320,030-58838,2015-01-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,4.93
124445,030-58838,2015-01-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.0
32140,030-58838,2015-02-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.67
32170,030-58838,2015-02-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.7
74112,030-58838,2015-02-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.78
74134,030-58838,2015-02-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.81
124447,030-58838,2015-02-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.96
124487,030-58838,2015-02-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.08
32141,030-58838,2015-03-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.27
32172,030-58838,2015-03-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.22
74113,030-58838,2015-03-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.1
74156,030-58838,2015-03-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.11
124449,030-58838,2015-03-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.1
124486,030-58838,2015-03-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.18
32142,030-58838,2015-04-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.44
32177,030-58838,2015-04-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.47
74114,030-58838,2015-04-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.18
74151,030-58838,2015-04-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.23
124454,030-58838,2015-04-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.39
124479,030-58838,2015-04-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.35
32144,030-58838,2015-04-13,NIVA (historic),0.0,0.0,CA_mg/l,=,1.0
32178,030-58838,2015-04-13,NIVA (historic),0.0,0.0,CA_mg/l,=,1.1
74116,030-58838,2015-04-13,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.07
74150,030-58838,2015-04-13,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.12
124455,030-58838,2015-04-13,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.17
124484,030-58838,2015-04-13,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.14
32143,030-58838,2015-04-20,NIVA (historic),0.0,0.0,CA_mg/l,=,1.25
32179,030-58838,2015-04-20,NIVA (historic),0.0,0.0,CA_mg/l,=,1.28
74115,030-58838,2015-04-20,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.01
74149,030-58838,2015-04-20,NIVA (historic),0.0,0.0,KOND_mS/m,=,4.09
124456,030-58838,2015-04-20,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.14
124485,030-58838,2015-04-20,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.11
32156,030-58838,2015-04-27,NIVA (historic),0.0,0.0,CA_mg/l,=,1.03
32180,030-58838,2015-04-27,NIVA (historic),0.0,0.0,CA_mg/l,=,1.01
124457,030-58838,2015-04-27,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.98
124472,030-58838,2015-04-27,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.05
32149,030-58838,2015-05-04,NIVA (historic),0.0,0.0,CA_mg/l,=,1.42
32181,030-58838,2015-05-04,NIVA (historic),0.0,0.0,CA_mg/l,=,1.28
74121,030-58838,2015-05-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.94
74147,030-58838,2015-05-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.82
124458,030-58838,2015-05-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.27
124478,030-58838,2015-05-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.4
32158,030-58838,2015-05-11,NIVA (historic),0.0,0.0,CA_mg/l,=,1.04
32182,030-58838,2015-05-11,NIVA (historic),0.0,0.0,CA_mg/l,=,1.1
74128,030-58838,2015-05-11,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.46
74146,030-58838,2015-05-11,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.48
124459,030-58838,2015-05-11,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.21
124471,030-58838,2015-05-11,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.29
32159,030-58838,2015-05-18,NIVA (historic),0.0,0.0,CA_mg/l,=,0.899
32183,030-58838,2015-05-18,NIVA (historic),0.0,0.0,CA_mg/l,=,0.889
124460,030-58838,2015-05-18,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.08
124469,030-58838,2015-05-18,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.13
32160,030-58838,2015-05-25,NIVA (historic),0.0,0.0,CA_mg/l,=,0.988
32184,030-58838,2015-05-25,NIVA (historic),0.0,0.0,CA_mg/l,=,0.986
124461,030-58838,2015-05-25,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.31
124468,030-58838,2015-05-25,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.3
32150,030-58838,2015-06-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.5
32185,030-58838,2015-06-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.557
74122,030-58838,2015-06-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.14
74143,030-58838,2015-06-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.12
124462,030-58838,2015-06-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.84
124477,030-58838,2015-06-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.82
32193,030-58838,2016-11-14,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.29
32195,030-58838,2016-11-14,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.18
124503,030-58838,2016-11-14,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.14
124504,030-58838,2016-11-14,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.17
31911,030-58838,2018-05-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.81
31925,030-58838,2018-05-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.94
124585,030-58838,2018-05-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.13
124591,030-58838,2018-05-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.09
32199,031-38523,2012-01-16,NIVA (historic),0.0,0.0,CA_mg/l,=,1.08
32219,031-38523,2012-01-16,NIVA (historic),0.0,0.0,CA_mg/l,=,1.04
74164,031-38523,2012-01-16,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.64
74187,031-38523,2012-01-16,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.63
124216,031-38523,2012-01-16,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.16
124498,031-38523,2012-01-16,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.13
32207,031-38523,2012-01-29,NIVA (historic),0.0,0.0,CA_mg/l,=,1.36
32220,031-38523,2012-01-29,NIVA (historic),0.0,0.0,CA_mg/l,=,1.38
74174,031-38523,2012-01-29,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.76
74192,031-38523,2012-01-29,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.78
124218,031-38523,2012-01-29,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.41
124491,031-38523,2012-01-29,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.47
32201,031-38523,2012-03-05,NIVA (historic),0.0,0.0,CA_mg/l,=,1.95
32224,031-38523,2012-03-05,NIVA (historic),0.0,0.0,CA_mg/l,=,1.97
74169,031-38523,2012-03-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.52
74200,031-38523,2012-03-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.53
124222,031-38523,2012-03-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.76
124496,031-38523,2012-03-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.66
32202,031-38523,2012-04-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.8
32228,031-38523,2012-04-02,NIVA (historic),0.0,0.0,CA_mg/l,=,1.81
74170,031-38523,2012-04-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.63
74196,031-38523,2012-04-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.68
124226,031-38523,2012-04-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.76
124495,031-38523,2012-04-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.53
32205,031-38523,2012-05-28,NIVA (historic),0.0,0.0,CA_mg/l,=,1.47
32236,031-38523,2012-05-28,NIVA (historic),0.0,0.0,CA_mg/l,=,1.58
74172,031-38523,2012-05-28,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.56
74238,031-38523,2012-05-28,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.55
32204,031-38523,2012-08-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.08
32241,031-38523,2012-08-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.13
124188,031-38523,2012-08-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.64
124493,031-38523,2012-08-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.58
74175,031-38523,2012-09-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.1
74231,031-38523,2012-09-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.11
124190,031-38523,2012-09-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.34
124490,031-38523,2012-09-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.18
32208,031-38523,2012-10-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.536
32245,031-38523,2012-10-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.563
74176,031-38523,2012-10-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.15
74229,031-38523,2012-10-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.14
32212,031-38523,2013-04-01,NIVA (historic),0.0,0.0,CA_mg/l,=,1.78
32259,031-38523,2013-04-01,NIVA (historic),0.0,0.0,CA_mg/l,=,1.92
74180,031-38523,2013-04-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.09
74216,031-38523,2013-04-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,3.14
124206,031-38523,2013-04-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.77
124233,031-38523,2013-04-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.55
32213,031-38523,2013-05-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.21
32264,031-38523,2013-05-06,NIVA (historic),0.0,0.0,CA_mg/l,=,1.15
74181,031-38523,2013-05-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.61
74211,031-38523,2013-05-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.62
124211,031-38523,2013-05-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.55
124232,031-38523,2013-05-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.52
32233,031-38523,2013-09-01,NIVA (historic),0.0,0.0,CA_mg/l,=,1.03
32299,031-38523,2013-09-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.945
74202,031-38523,2013-09-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.76
74275,031-38523,2013-09-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,1.77
124139,031-38523,2013-09-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.7
124175,031-38523,2013-09-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.71
32358,031-38523,2016-03-21,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.43
32360,031-38523,2016-03-21,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.28
124294,031-38523,2016-03-21,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.22
124295,031-38523,2016-03-21,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.1
32438,031-38523,2018-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.43
32439,031-38523,2018-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.35
124121,031-38523,2018-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.41
124122,031-38523,2018-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.44
32492,031-58840,2019-04-07,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.81
32508,031-58840,2019-04-07,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.01
123955,031-58840,2019-04-07,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.33
124052,031-58840,2019-04-07,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.25
4325,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.044000000000000004
4326,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.046
10399,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,49.0
10400,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,49.8
